LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,PoolArea,OverallQual,OverallCond,MSZoning,Street,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,GarageType,SaleCondition,SalePrice
30820,1962,2002,1911.0,2485,2,2,3,10,1036.0,0,1,2,RM,Pave,Edwards,1Fam,1Story,Gd,Gd,Attchd,Normal,359826
5248,1945,1969,602.0,3278,3,0,3,5,1206.0,0,5,7,RL,Pave,Somerst,1Fam,1Story,TA,TA,BuiltIn,Normal,420712
33468,1987,1965,1799.0,1770,1,1,6,7,1288.0,0,2,8,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,BuiltIn,Normal,318542
34062,1910,2019,690.0,1140,0,1,0,7,87.0,0,1,4,RM,Pave,SawyerW,1Fam,1Story,Ex,TA,Attchd,AdjLand,145755
15045,1961,2005,493.0,4578,3,2,6,11,1485.0,0,3,6,RL,Pave,SawyerW,1Fam,1Story,TA,TA,Attchd,Normal,506348
2163,1976,2007,489.0,1867,1,2,1,12,45.0,0,7,3,RM,Pave,CollgCr,1Fam,1Story,TA,TA,Attchd,Abnorml,296497
36266,1997,1953,2768.0,4542,1,0,4,11,1415.0,0,1,7,RL,Pave,Gilbert,1Fam,1.5Fin,Gd,Gd,Attchd,AdjLand,549557
9494,1924,1953,2556.0,3075,1,0,3,2,1142.0,134,2,3,RM,Pave,CollgCr,1Fam,2Story,TA,Gd,BuiltIn,Normal,377074
29521,1970,1969,389.0,4103,3,2,6,9,932.0,0,2,7,FV,Pave,SawyerW,1Fam,2Story,Ex,Gd,Attchd,Normal,464646
31803,1951,1959,294.0,2081,3,1,6,13,1470.0,0,4,8,FV,Pave,NAmes,1Fam,1Story,TA,Gd,Attchd,Normal,318004
4804,1903,1973,1392.0,2486,2,1,4,4,744.0,0,3,3,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,Detchd,Abnorml,306339
48076,1958,1975,2843.0,2740,1,1,4,7,966.0,0,3,2,RL,Pave,SawyerW,1Fam,1.5Fin,Gd,Gd,Attchd,Normal,418088
40853,1971,1986,,4466,1,0,7,4,762.0,0,10,6,RL,Pave,SawyerW,Duplx,1Story,TA,TA,Attchd,Normal,621334
19175,1919,2003,1717.0,2605,1,1,3,12,761.0,0,5,4,FV,Pave,NAmes,1Fam,1.5Fin,TA,TA,Attchd,Normal,363276
45917,1992,1970,2596.0,628,2,1,5,3,793.0,0,3,8,RL,Pave,SawyerW,TwnhsE,1Story,Gd,TA,Detchd,Normal,251417
25438,1962,1987,648.0,4496,1,2,7,6,743.0,0,7,2,RL,Pave,Gilbert,1Fam,1.5Fin,TA,TA,Attchd,Abnorml,509744
25164,1953,1995,1873.0,1351,3,1,2,2,1069.0,0,5,4,RL,Pave,NAmes,1Fam,1Story,Ex,Gd,Attchd,Normal,305229
3136,2016,1953,567.0,4603,1,2,1,10,557.0,0,4,2,RL,Pave,Sawyer,1Fam,1Story,Fa,TA,Attchd,Normal,511735
21580,2014,2009,2900.0,2576,0,1,1,12,525.0,0,3,2,RL,Pave,Somerst,1Fam,2Story,TA,TA,None,Normal,360972
29228,2008,2006,2817.0,3494,3,0,5,8,596.0,0,4,2,RL,Pave,OldTown,1Fam,2Story,TA,Gd,Attchd,Normal,493587
28236,2009,1994,444.0,4244,2,1,0,4,839.0,0,2,1,RL,Pave,Somerst,1Fam,1Story,TA,TA,None,Normal,450165
30173,1973,1969,362.0,3256,1,1,7,5,2.0,0,1,4,RL,Pave,NAmes,TwnhsE,SFoyer,TA,Gd,Detchd,Normal,341897
39005,2006,1966,2170.0,2144,0,2,5,7,1051.0,0,3,2,FV,Pave,NAmes,1Fam,1Story,TA,Gd,BuiltIn,Normal,359781
48823,1997,2020,1211.0,4871,2,2,0,4,1404.0,0,2,9,RM,Pave,Edwards,TwnhsE,1Story,TA,Fa,Attchd,Normal,550271
48145,1956,1953,741.0,3644,2,2,0,13,156.0,0,1,9,C,Pave,NWAmes,1Fam,2Story,Fa,Fa,Attchd,Normal,416741
2354,1989,1963,2041.0,742,3,1,5,8,854.0,0,1,7,RL,Pave,NWAmes,1Fam,2Story,TA,TA,Attchd,Normal,216481
26048,1940,1952,679.0,4585,2,1,1,7,510.0,0,2,6,RM,Pave,NAmes,1Fam,SFoyer,Gd,TA,Attchd,Normal,474702
40123,2012,2007,2467.0,670,2,0,2,10,1356.0,0,9,3,RL,Pave,OldTown,1Fam,1Story,Fa,TA,None,Abnorml,343375
8892,2021,2004,1642.0,1152,2,1,1,13,686.0,0,5,7,RL,Pave,Edwards,1Fam,1Story,TA,Fa,Attchd,Normal,285294
48217,1902,1953,1572.0,4012,2,0,6,6,1137.0,0,9,1,RL,Pave,CollgCr,TwnhsE,2Story,TA,Gd,Attchd,Normal,528143
23056,2019,1973,1358.0,1999,1,2,1,5,1412.0,0,8,9,RL,Pave,NridgHt,1Fam,1Story,Fa,TA,Attchd,Abnorml,390377
40059,1905,1983,2139.0,2599,1,2,1,4,1273.0,0,6,4,RL,Pave,OldTown,1Fam,1Story,Ex,Gd,Detchd,Normal,406862
27809,1904,1979,62.0,2658,1,2,7,11,570.0,0,1,6,RH,Pave,NAmes,1Fam,1Story,TA,Ex,Attchd,Partial,260392
23419,1904,1968,2559.0,2472,1,0,5,2,714.0,117,10,6,RL,Pave,NAmes,1Fam,1Story,Gd,Gd,Attchd,Partial,431036
6431,1953,1980,1162.0,4425,0,1,5,4,1338.0,0,5,3,RL,Pave,OldTown,1Fam,1Story,TA,TA,Attchd,Normal,520780
34470,1946,2009,1228.0,2758,1,2,6,4,238.0,254,1,4,RL,Pave,Gilbert,1Fam,1Story,TA,TA,Detchd,Normal,303188
45715,1986,2009,2819.0,4539,2,1,6,8,1257.0,0,7,3,RL,Pave,Edwards,1Fam,2Story,Fa,TA,Attchd,Normal,619146
14188,1948,1968,,2535,1,1,7,8,302.0,0,10,6,RL,Pave,NAmes,1Fam,2Story,TA,Ex,Attchd,Normal,355420
26842,1908,1998,134.0,3771,1,2,5,13,606.0,0,8,1,RL,Pave,NridgHt,1Fam,1Story,TA,TA,Attchd,Partial,416226
38657,1998,2012,874.0,1357,3,0,1,2,990.0,0,8,8,RM,Pave,CollgCr,1Fam,1Story,Fa,Gd,None,Partial,340522
3827,1919,1971,821.0,4323,2,1,2,4,333.0,0,7,8,RL,Pave,Somerst,1Fam,1Story,TA,Gd,Attchd,Normal,483582
42272,2021,1973,2135.0,1549,1,2,0,9,112.0,0,2,9,RL,Pave,Sawyer,1Fam,1Story,Gd,Fa,Detchd,Normal,270804
42045,2012,1979,822.0,4490,1,1,4,10,361.0,0,5,6,RM,Pave,NridgHt,1Fam,2Story,TA,Gd,Detchd,Normal,498400
1697,1960,2007,973.0,798,1,1,0,8,800.0,0,4,1,FV,Pave,Sawyer,TwnhsE,SFoyer,Fa,TA,Attchd,Normal,184230
25009,2022,1980,2981.0,1423,0,1,6,8,96.0,0,5,3,C,Pave,SawyerW,TwnhsE,2Story,Fa,Ex,Attchd,Normal,316798
36198,2005,2013,1777.0,4732,1,1,6,13,15.0,0,10,1,RM,Pave,Gilbert,1Fam,2Story,TA,Gd,Attchd,Partial,601046
46042,1934,1968,120.0,4806,3,1,0,12,555.0,0,9,5,RL,Pave,NridgHt,Twnhs,1Story,TA,TA,Attchd,Normal,569788
16587,1949,1997,1637.0,3299,2,0,4,9,375.0,0,4,3,RL,Pave,NWAmes,1Fam,1Story,Gd,Gd,Attchd,Normal,406201
24171,1981,1994,1364.0,4562,2,0,1,7,741.0,0,8,2,RM,Pave,Gilbert,1Fam,SLvl,Gd,Gd,Attchd,Normal,551129
26684,1961,2004,1007.0,4545,1,2,2,12,389.0,0,8,3,FV,Pave,NWAmes,1Fam,SFoyer,Fa,Ex,Attchd,Normal,545460
29348,1916,2004,924.0,2302,1,0,2,4,619.0,0,2,9,RL,Pave,CollgCr,TwnhsE,1Story,Gd,TA,Attchd,Normal,258476
43607,1987,1967,644.0,3213,1,0,0,2,1240.0,0,6,8,RL,Pave,CollgCr,1Fam,1Story,Gd,Fa,Detchd,Normal,424149
22166,1902,2012,2032.0,3353,2,0,4,8,1422.0,0,5,3,RM,Pave,CollgCr,2FmCon,2Story,TA,TA,Detchd,Normal,433644
45857,1931,1996,2761.0,3157,2,1,7,2,1283.0,0,2,2,RL,Pave,Gilbert,Duplx,1Story,TA,Fa,Attchd,Normal,429675
17208,1998,2006,2907.0,3846,0,1,6,2,823.0,0,10,5,RL,Pave,CollgCr,1Fam,2Story,TA,TA,Attchd,Normal,557762
27870,2001,1994,2068.0,1971,3,2,3,10,319.0,0,4,1,RL,Pave,OldTown,1Fam,1.5Fin,Gd,TA,BuiltIn,Normal,335166
4311,1912,1982,241.0,3449,0,2,1,11,195.0,0,7,4,RM,Pave,Sawyer,1Fam,1Story,Fa,TA,Detchd,Abnorml,363971
48511,2019,1966,2502.0,1441,3,2,7,8,417.0,0,1,8,RH,Pave,Sawyer,1Fam,SFoyer,Fa,TA,None,Abnorml,301377
8046,2010,2019,2668.0,2407,0,1,0,12,1498.0,0,9,1,RL,Pave,Edwards,1Fam,SFoyer,Gd,Gd,Attchd,Normal,461733
36254,1988,1953,2350.0,1743,2,0,2,5,606.0,0,10,5,RL,Pave,NWAmes,1Fam,SLvl,TA,TA,,Normal,394289
31706,1972,1969,1619.0,4923,0,0,6,7,567.0,0,1,4,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,Attchd,Abnorml,493602
42606,1967,1996,802.0,1966,3,1,7,2,543.0,202,5,6,RL,Pave,NAmes,1Fam,1Story,TA,Ex,Detchd,Normal,310332
12911,1913,1964,963.0,4457,1,2,7,8,230.0,0,7,7,RL,Pave,Sawyer,1Fam,2Story,Gd,Fa,Attchd,Normal,485238
4411,2000,2019,68.0,2466,3,2,5,13,883.0,0,8,9,RL,Pave,NAmes,1Fam,1Story,TA,Ex,Attchd,Normal,356671
3234,1997,1996,1152.0,875,1,2,5,7,520.0,0,2,1,RL,Pave,Edwards,1Fam,1Story,Gd,Fa,Attchd,Normal,162722
19727,1910,1958,195.0,762,2,1,4,5,702.0,0,4,4,RM,Pave,SawyerW,1Fam,1Story,Gd,TA,Detchd,Normal,176660
10180,2004,1965,2187.0,4862,3,2,4,8,1223.0,0,2,6,RM,Pave,Gilbert,1Fam,2Story,TA,Gd,Attchd,Normal,569142
20860,1955,2018,2330.0,3888,0,2,0,4,845.0,0,4,7,RL,Pave,NridgHt,TwnhsE,1Story,TA,TA,Detchd,Normal,494084
19843,1966,2010,2359.0,3895,3,1,7,2,672.0,0,6,7,RL,Pave,SawyerW,1Fam,1Story,TA,TA,BuiltIn,Abnorml,511968
7259,2022,1959,745.0,2444,1,0,3,5,20.0,0,6,8,RH,Pave,Edwards,1Fam,1Story,TA,Gd,Detchd,Partial,329551
24578,1991,1999,1688.0,2393,2,1,2,4,1334.0,0,2,8,RL,Pave,Sawyer,2FmCon,2Story,Gd,TA,Attchd,Normal,347130
36653,1928,1952,276.0,4134,0,1,0,2,587.0,0,4,8,RM,Pave,Sawyer,1Fam,2Story,TA,TA,None,Normal,425169
12611,1908,2019,60.0,2152,3,1,3,3,897.0,0,4,8,RL,Pave,NWAmes,1Fam,1Story,Ex,Gd,Attchd,Normal,271376
39004,1966,2000,1913.0,4641,1,1,6,12,1457.0,0,1,8,RM,Pave,Gilbert,1Fam,SFoyer,TA,Ex,Attchd,Normal,526181
3302,1924,1968,2099.0,4392,0,0,4,6,370.0,0,2,6,RM,Pave,Edwards,1Fam,1Story,TA,Gd,None,Normal,448222
9655,1997,1991,2200.0,1099,2,2,5,9,,0,3,9,RM,Pave,CollgCr,TwnhsE,2Story,TA,Gd,Attchd,Normal,223508
9620,1975,1984,1772.0,2412,0,1,1,2,1308.0,0,5,3,FV,Pave,NridgHt,1Fam,2Story,TA,Ex,Attchd,Normal,382577
40884,1941,1995,1334.0,1792,2,0,7,5,647.0,0,8,6,FV,Pave,SawyerW,1Fam,2Story,TA,TA,Attchd,Normal,369310
48525,1908,1975,1837.0,1100,0,2,6,5,139.0,0,6,5,RL,Pave,OldTown,Duplx,1Story,Fa,Gd,Attchd,Normal,254256
48754,1978,2018,2591.0,880,3,2,5,6,552.0,0,3,8,RL,Pave,OldTown,1Fam,SLvl,TA,TA,Attchd,Partial,267883
23418,1939,2013,566.0,4713,1,2,2,8,997.0,0,6,4,RL,Pave,OldTown,1Fam,SLvl,TA,Gd,Attchd,Normal,535935
21945,1924,1986,1571.0,4137,3,1,2,13,281.0,0,7,4,RM,Pave,Edwards,1Fam,2Story,Fa,Gd,Attchd,AdjLand,532683
31806,1904,1998,621.0,2663,3,1,5,9,1281.0,0,6,5,RM,Pave,CollgCr,1Fam,1Story,TA,TA,Detchd,Abnorml,391502
18146,1910,1970,2025.0,4855,2,2,6,7,1383.0,0,10,6,RL,Pave,Somerst,1Fam,1Story,TA,TA,Attchd,Normal,619810
48343,1958,2013,1200.0,1598,2,2,5,2,439.0,0,6,4,RL,Pave,OldTown,1Fam,2Story,Ex,TA,Attchd,Normal,306465
32565,1997,1954,313.0,865,2,2,3,8,269.0,148,1,2,RM,Pave,SawyerW,1Fam,1Story,Gd,Gd,Attchd,Normal,167871
26699,1987,2019,2854.0,3070,3,2,0,4,1157.0,0,3,2,RL,Pave,Somerst,1Fam,2Story,TA,TA,BuiltIn,Normal,436188
43476,1978,1953,2895.0,3919,0,2,4,7,745.0,0,7,3,RL,Pave,NridgHt,1Fam,1Story,TA,Gd,Detchd,Normal,533109
17871,1937,1988,2144.0,2976,0,2,3,9,103.0,0,4,2,RM,Pave,NWAmes,1Fam,2Story,TA,Ex,,Normal,379311
13335,1971,1984,2928.0,1290,3,0,1,8,765.0,0,4,1,RL,Pave,CollgCr,1Fam,1Story,Fa,Gd,Attchd,Normal,271965
47436,2022,1950,1236.0,4069,3,2,5,11,94.0,0,7,8,RL,Pave,NWAmes,1Fam,1Story,Gd,TA,Attchd,Normal,508801
3549,1904,1973,2876.0,1246,1,1,1,7,728.0,0,9,5,RL,Pave,SawyerW,TwnhsE,1Story,TA,Ex,Attchd,Normal,309748
33116,1947,2006,136.0,812,2,1,1,10,479.0,0,2,1,RL,Pave,Gilbert,1Fam,1Story,TA,TA,Attchd,Normal,158693
39691,1989,2019,1029.0,1420,2,1,3,10,779.0,0,9,9,RL,Pave,Gilbert,1Fam,2Story,TA,TA,Attchd,Normal,312876
48857,1917,1990,2156.0,1577,3,2,4,2,1264.0,0,3,8,RL,Pave,OldTown,1Fam,2Story,TA,Fa,None,Normal,305606
22432,1969,2003,2594.0,3329,3,1,6,2,12.0,0,6,4,RL,Pave,SawyerW,1Fam,2Story,Gd,Gd,Attchd,Normal,476752
31355,1936,1995,661.0,2881,0,0,2,2,1170.0,0,4,8,RL,Pave,NWAmes,1Fam,2Story,Ex,Gd,None,Abnorml,357612
8658,1959,2009,2472.0,4118,3,2,0,9,600.0,0,1,7,RL,Pave,Edwards,1Fam,2Story,TA,Gd,Attchd,Normal,481355
44516,1947,2009,2677.0,1297,0,1,7,13,94.0,0,9,7,RL,Pave,Somerst,1Fam,1Story,TA,Gd,BuiltIn,Normal,308981
8900,1976,2006,,4943,3,0,2,13,292.0,0,6,1,RH,Pave,OldTown,Twnhs,1Story,TA,TA,Attchd,Normal,573001
44142,1927,1980,86.0,772,1,0,4,11,24.0,0,8,6,RL,Pave,Somerst,1Fam,1Story,Fa,TA,BuiltIn,Normal,211534
16651,1968,1973,2512.0,3510,1,1,7,8,1295.0,0,2,4,FV,Pave,Sawyer,1Fam,2Story,Ex,TA,Attchd,Normal,448714
2654,1976,1985,2123.0,2273,0,0,2,4,1189.0,0,7,2,C,Pave,Sawyer,1Fam,1Story,TA,TA,,Normal,360928
5999,1980,1979,2518.0,3047,2,1,5,3,938.0,0,6,7,RL,Pave,Sawyer,1Fam,1Story,TA,Fa,Attchd,AdjLand,437836
7795,2013,1973,2461.0,3664,1,0,5,5,761.0,0,2,9,RM,Pave,Gilbert,1Fam,2Story,Fa,Gd,Attchd,Normal,470741
13683,1939,1979,2872.0,1446,0,2,3,4,1110.0,0,2,5,RL,Pave,NAmes,1Fam,SLvl,Fa,Fa,Attchd,Normal,249453
30799,1944,1956,2942.0,3165,3,2,1,8,653.0,0,4,8,RM,Pave,SawyerW,1Fam,2Story,TA,Gd,Attchd,Normal,460954
14374,1995,1984,2773.0,1006,3,2,7,11,984.0,0,4,5,RL,Pave,Gilbert,1Fam,2Story,TA,TA,Detchd,Normal,279839
34211,1961,2004,2504.0,743,0,2,4,9,637.0,0,3,7,C,Pave,SawyerW,1Fam,2Story,Gd,TA,None,Normal,212507
7039,1992,1963,1308.0,1005,2,2,4,7,490.0,0,8,7,RL,Pave,NridgHt,1Fam,1Story,Gd,TA,Detchd,Normal,275338
43905,2014,1959,1700.0,3658,0,1,2,4,1164.0,0,7,9,RM,Pave,NWAmes,2FmCon,2Story,TA,Gd,Detchd,Normal,478697
49854,1957,1965,2700.0,4090,0,2,3,7,1126.0,0,2,3,RL,Pave,Sawyer,1Fam,1.5Fin,TA,TA,Attchd,Normal,472566
4057,1966,2003,2719.0,2372,1,2,2,3,1249.0,0,3,1,FV,Pave,Sawyer,1Fam,1Story,TA,Fa,Detchd,Normal,362328
39860,1955,2019,494.0,4293,0,2,2,13,574.0,0,10,2,RL,Pave,NridgHt,1Fam,1Story,TA,TA,Attchd,Normal,518575
17982,1939,1993,1647.0,1692,0,2,4,8,293.0,0,9,6,RM,Pave,CollgCr,TwnhsE,1Story,TA,TA,BuiltIn,Normal,328964
3700,1997,2022,1942.0,4925,3,0,2,12,895.0,0,5,9,RL,Pave,NAmes,1Fam,1Story,TA,Ex,Attchd,Normal,560258
48440,1939,1994,1068.0,1964,1,2,1,11,1329.0,0,2,3,RL,Pave,CollgCr,1Fam,1.5Fin,Gd,Gd,Detchd,Normal,300088
4461,1990,2005,1424.0,890,3,2,2,8,1277.0,0,3,2,RM,Pave,Gilbert,TwnhsE,1Story,Gd,Fa,Attchd,Normal,213697
48475,1976,2006,596.0,4976,3,1,7,5,1203.0,0,8,1,FV,Pave,CollgCr,1Fam,1Story,Gd,TA,Attchd,Partial,610825
22857,2008,1970,449.0,3877,2,0,1,9,39.0,0,4,2,RL,Pave,SawyerW,Twnhs,1.5Fin,TA,TA,Attchd,Normal,414417
13469,1932,2017,484.0,1172,2,1,4,5,775.0,651,2,3,FV,Pave,Edwards,1Fam,2Story,Ex,Gd,Attchd,Normal,213980
4369,1905,1999,645.0,3060,1,2,3,8,519.0,0,2,7,RM,Pave,SawyerW,1Fam,2Story,TA,Ex,Attchd,Normal,292087
48260,1987,1982,2667.0,1711,1,1,5,5,545.0,0,6,2,C,Pave,OldTown,1Fam,1.5Fin,Gd,Gd,Attchd,Normal,348304
30143,1918,1956,1629.0,1429,2,1,7,13,235.0,0,8,5,RL,Pave,Gilbert,1Fam,1Story,TA,Gd,BuiltIn,Normal,268663
26236,1979,2019,661.0,2039,2,2,1,6,462.0,0,7,2,RL,Pave,Sawyer,1Fam,2Story,Fa,Gd,Attchd,Normal,354316
39967,1939,1964,757.0,1412,2,0,3,8,1251.0,0,4,7,FV,Pave,Gilbert,1Fam,1Story,TA,Gd,BuiltIn,Abnorml,271117
24828,1991,1981,288.0,1143,2,0,3,11,482.0,0,2,8,RL,Pave,CollgCr,1Fam,1Story,Gd,TA,Attchd,Normal,194868
27376,1996,1969,720.0,1001,2,1,1,4,429.0,0,9,8,RL,Pave,Somerst,1Fam,1Story,Gd,TA,Attchd,Normal,299552
22795,1958,1964,637.0,1229,3,2,4,11,1045.0,0,4,8,RL,Pave,Gilbert,1Fam,1Story,Fa,Gd,Attchd,Normal,248603
5487,1958,1997,2282.0,1783,1,1,0,6,342.0,0,9,9,RL,Pave,NWAmes,TwnhsE,SFoyer,TA,TA,Attchd,Normal,349387
23899,1947,2020,2463.0,2618,3,1,3,12,1063.0,0,5,1,RM,Pave,Gilbert,Duplx,SFoyer,TA,Fa,Attchd,Normal,414930
47714,1940,1970,2985.0,4886,3,1,3,4,1196.0,0,7,1,RM,Pave,SawyerW,TwnhsE,1.5Fin,TA,Gd,Attchd,Partial,653696
35486,1912,1991,498.0,4336,0,2,4,6,1462.0,0,5,2,RL,Pave,Somerst,1Fam,1Story,Gd,TA,Attchd,Normal,477146
22380,2006,1975,633.0,1419,3,2,4,4,1202.0,428,2,6,RL,Pave,NAmes,1Fam,SFoyer,Gd,Fa,Detchd,Normal,253180
6235,1944,1963,1673.0,4550,2,0,2,12,132.0,0,6,1,RL,Pave,SawyerW,1Fam,2Story,TA,Ex,Attchd,Normal,526257
45564,1988,2006,2030.0,2839,2,2,4,11,350.0,0,7,5,RL,Pave,Somerst,1Fam,1Story,TA,Ex,Attchd,Partial,441712
6055,1952,1986,114.0,1255,0,1,3,12,505.0,545,6,5,RL,Pave,Somerst,1Fam,2Story,Gd,Gd,BuiltIn,AdjLand,207313
43414,1941,2007,2979.0,2369,0,1,1,8,83.0,0,3,4,FV,Pave,Gilbert,1Fam,1Story,TA,TA,Detchd,Normal,315484
42318,1999,1970,673.0,4972,0,0,0,2,992.0,0,10,5,RM,Pave,NridgHt,Duplx,1Story,TA,Gd,Attchd,Normal,637674
47025,1962,2018,1736.0,1007,0,2,6,10,1487.0,0,8,1,RL,Pave,Edwards,1Fam,1.5Fin,Fa,Gd,BuiltIn,Normal,296760
21330,1926,1952,1257.0,1936,0,1,2,10,829.0,0,3,6,FV,Pave,NridgHt,TwnhsE,2Story,Gd,TA,BuiltIn,Partial,280448
18929,1937,1986,2253.0,3075,3,0,6,6,860.0,0,5,7,RL,Pave,Somerst,1Fam,1Story,Gd,Ex,Attchd,Normal,435325
8393,1959,1998,2294.0,3926,0,0,1,10,342.0,500,9,8,RM,Pave,Gilbert,1Fam,2Story,TA,Fa,Attchd,Normal,492184
15873,1906,1968,2805.0,1058,3,1,0,11,1303.0,0,5,2,RL,Pave,Edwards,1Fam,SLvl,Gd,Gd,BuiltIn,Partial,306375
48833,1904,1961,146.0,3602,1,1,0,7,865.0,0,7,7,RM,Pave,Sawyer,1Fam,2Story,Ex,Fa,Attchd,Normal,439194
4936,2006,2010,2165.0,4122,0,2,0,6,1286.0,0,7,6,RL,Pave,NWAmes,TwnhsE,1Story,TA,Gd,Attchd,Normal,560763
10254,1944,1990,411.0,4899,0,0,5,4,1189.0,0,5,9,RL,Pave,CollgCr,1Fam,1Story,Gd,Gd,Attchd,Normal,513455
12177,1957,1982,1687.0,4557,3,1,1,12,292.0,0,2,8,RL,Pave,Edwards,1Fam,1Story,TA,Gd,Detchd,Normal,497244
7395,2020,1999,2410.0,4215,1,0,7,12,1249.0,0,5,4,RL,Pave,Sawyer,1Fam,SFoyer,TA,Fa,BuiltIn,Normal,516179
21238,2014,2017,1532.0,1801,3,2,2,9,1193.0,0,7,9,RL,Pave,Sawyer,1Fam,1Story,TA,Ex,Detchd,Normal,363485
32246,1930,2020,136.0,2655,3,1,2,5,597.0,0,7,1,RL,Pave,NWAmes,1Fam,1Story,Gd,TA,None,Normal,347738
49904,1922,1982,18.0,1192,0,2,0,11,644.0,0,4,6,RL,Pave,OldTown,1Fam,1Story,TA,TA,Attchd,Normal,189060
33852,1941,1973,2242.0,4850,2,0,1,4,447.0,0,1,8,RM,Pave,NAmes,1Fam,1.5Fin,TA,TA,Attchd,Normal,521763
41290,1909,2010,2377.0,1978,2,2,5,7,689.0,0,6,4,RL,Pave,NWAmes,1Fam,2Story,TA,Gd,Detchd,Partial,340611
43419,1931,2010,,756,3,2,0,9,1001.0,0,3,2,RM,Pave,NAmes,1Fam,2Story,Gd,Fa,None,Normal,243452
7100,2006,1977,2222.0,2930,0,0,4,10,854.0,0,5,2,RL,Pave,OldTown,1Fam,1Story,Gd,TA,,Normal,398070
30624,1952,2007,1001.0,941,1,2,7,7,501.0,0,4,1,FV,Pave,OldTown,1Fam,1Story,TA,Gd,Attchd,Normal,215525
29143,1929,1992,448.0,2381,2,0,6,6,763.0,0,2,5,FV,Pave,NWAmes,1Fam,SLvl,TA,TA,Attchd,Normal,307487
42264,1938,1990,1948.0,3146,1,1,2,13,734.0,0,7,6,RL,Pave,NAmes,1Fam,SLvl,Fa,Fa,Attchd,AdjLand,462134
10507,1930,1988,945.0,4320,2,0,6,12,1402.0,0,5,4,RM,Pave,NridgHt,1Fam,SLvl,TA,Fa,Attchd,Normal,496375
47214,1981,1998,1377.0,2235,0,0,3,3,1224.0,0,7,4,RL,Pave,CollgCr,1Fam,SLvl,TA,Gd,Attchd,Normal,349970
38910,1999,1966,1522.0,4235,3,1,0,3,249.0,0,9,5,FV,Pave,NridgHt,1Fam,1.5Fin,TA,TA,BuiltIn,Abnorml,574207
45580,1901,2019,140.0,3145,1,0,4,10,1432.0,0,4,5,RL,Pave,NAmes,Duplx,2Story,TA,Gd,Attchd,Normal,375271
41947,1977,2019,2805.0,518,1,1,2,3,600.0,0,5,9,RL,Pave,SawyerW,1Fam,1.5Fin,TA,Gd,Detchd,Normal,226962
9708,1976,2014,1920.0,1624,3,1,6,3,124.0,0,9,8,RL,Pave,SawyerW,1Fam,2Story,Gd,Gd,Attchd,Partial,332949
20089,1992,1954,2977.0,4485,1,0,7,4,112.0,0,10,9,RL,Pave,Sawyer,1Fam,1Story,TA,Gd,Attchd,Normal,623745
44984,1911,1951,92.0,3154,2,2,5,4,980.0,0,4,3,RL,Pave,SawyerW,1Fam,1Story,TA,TA,Attchd,Normal,356751
18953,1938,1971,238.0,2580,3,2,1,5,1160.0,0,5,3,RM,Pave,SawyerW,1Fam,SFoyer,TA,TA,BuiltIn,Normal,359051
37712,1965,2006,204.0,2047,2,1,2,8,149.0,0,5,1,RL,Pave,CollgCr,1Fam,1Story,TA,Gd,Attchd,Partial,290955
45025,1995,2015,2607.0,1361,2,2,7,10,874.0,0,8,6,RL,Pave,OldTown,1Fam,1.5Fin,TA,Gd,BuiltIn,Normal,357926
48702,1912,1965,1456.0,654,0,2,6,3,342.0,0,4,4,RL,Pave,Sawyer,1Fam,1Story,Gd,Gd,BuiltIn,Normal,184598
34135,1945,2000,244.0,3994,2,0,1,5,579.0,0,4,8,RL,Pave,OldTown,1Fam,1Story,Ex,Fa,Attchd,Partial,462041
35328,1926,1988,831.0,1404,0,1,6,10,782.0,503,7,2,RL,Pave,NAmes,1Fam,1Story,TA,TA,Attchd,Normal,261579
20211,2012,1989,2972.0,1769,1,1,1,3,320.0,0,5,2,C,Grvl,NWAmes,Duplx,1Story,Gd,Gd,Detchd,Normal,333477
4920,2004,1987,294.0,904,1,0,5,11,821.0,0,6,7,RL,Pave,Sawyer,Twnhs,1Story,TA,Fa,Attchd,Normal,227290
32716,1916,2009,2687.0,1343,0,2,5,12,531.0,0,6,5,RL,Pave,Edwards,TwnhsE,1Story,Ex,Gd,Attchd,Normal,297476
1801,2003,2008,855.0,2282,2,1,0,2,1312.0,0,6,1,RL,Pave,Sawyer,1Fam,1.5Fin,Gd,TA,Attchd,Normal,361179
46736,1994,1959,2064.0,2064,3,2,0,11,491.0,0,10,7,RL,Pave,Somerst,1Fam,1Story,Ex,Fa,Attchd,Partial,422437
2199,1997,2013,70.0,1684,3,1,2,9,611.0,0,5,7,RM,Pave,OldTown,1Fam,1Story,TA,Gd,BuiltIn,Normal,235734
1690,1959,2012,1292.0,1246,0,1,5,10,251.0,0,5,6,RL,Pave,NAmes,1Fam,1Story,TA,TA,Attchd,Normal,206384
11992,1963,1998,1348.0,2225,1,1,4,8,1100.0,0,9,4,RL,Pave,SawyerW,1Fam,2Story,Gd,Gd,Attchd,Normal,368506
